content,subject,sentiment_value,score
应该还是挺不错的刚开始开这台车是仔细核算过平均为7应该是比较让人能接受的了,配置,1,5
时尚不浮夸干练不守旧,外观,1,5
中规中矩中包含了运动的元素,内饰,0,4
不小无论后排还是前排驾驶室都有足够的让你伸展后备箱非常适合居家旅行什么的,空间,0,4
方向盘转向灵活悬挂系统的作用在路况不好的情况下非常明显挺好,操控,1,5
因人而异个人感觉只要不吝惜给油都有推背的感觉关键是逍客本身就是省油的,动力,0,4
符合个人要求有倒车影像什么的基本上该有的都会有,配置,0,4
人生第一辆SUV20W不到对我来说相当值的了高帅富白富美请绕道,价格,1,5
不丑但也绝对算不上出众中规中矩,外观,0,4
太丑了比大众都丑跟韩系美系不好比,内饰,-1,1
家用可以了嫌小的可以买金杯啊,空间,1,5
转向蛮灵活的方向盘也不重其他也都还可以,操控,0,4
还可以一般超车的什么无压力,动力,0,4
没有ESP不幸福啊,配置,0,4
我觉得算蛮高的了,价格,1,5
很低日产车不低还有人买么？,油耗,1,5
座位还舒服175的个子不觉得拥挤胎噪有点大,舒适性,0,4
钟爱白色比其他车色要多花4000大洋现车,外观,1,5
低配易吸灰不耐脏,内饰,0,4
起步给油木有问题综合足够至少比别克的1.3T和哈佛的1.5T要好的多,动力,0,4
只售低配除了导航基本够用,配置,1,5
除了低配易吸灰不耐脏外性价比还是不错,价格,1,5
目前8.8行驶437公里提车时已有17公里16的记录,油耗,1,5
除了低配易吸灰不耐脏外其他都够用,舒适性,1,5
还是挺大气的,外观,0,4
做工还行但用料一般,内饰,0,3
挺大的,空间,0,4
还是相当不错的,操控,0,4
不错CVT的就是提速稍慢一些其它都非常不错,动力,0,4
家用足够,配置,0,4
非常不错,价格,0,4
2.0排量的百公里才8.2非常省油,油耗,1,5
是毋庸置疑的高大上马路上到处都是大家有目共睹并不陌生我也不赞许咯,外观,1,5
两个颜色变化挺不错！,内饰,1,5
7.8,油耗,0,4
方向盘比较稳,配置,0,4
中控按键很合理,内饰,0,4
这个非常赞啊,油耗,1,5
也基本够用了,空间,0,4
出名,舒适性,0,4
够用,空间,0,3
座椅包裹性很好,舒适性,0,4
前排还行,空间,0,4
喜欢它的一切,配置,1,5
买这车喜欢的就是,外观,1,5
性不错,操控,0,4
加速有劲强,动力,0,4
7.6的很满意,油耗,1,5
是我最满意的,外观,1,5
指向精准,操控,0,4
还是比较不错的,动力,0,4
在同级的车来看性价比还是比较有优势的,价格,0,4
7.8的不高,油耗,1,5
大气而且显得动感,外观,0,4
总体够用,空间,0,4
轻便灵活车辆行驶较稳,操控,0,4
和方面还是比较满意的,动力,0,4
较丰富,配置,1,5
性价比高表现不错,价格,1,5
还可以不是很高,油耗,0,4
帅气加大气,外观,0,4
做工一般,内饰,0,4
很大可坐五人,空间,0,4
操性性能好,操控,0,4
好加速有力,动力,0,4
很丰富是我最满意的一点,配置,1,5
挺不错的比较满意,价格,0,4
可以接受,油耗,0,4
前排比较舒服,舒适性,0,4
比较充足突出,动力,1,5
转向非常灵活方便,操控,1,5
不是很强但够用,动力,0,3
还行有些没用,配置,0,3
驾驶员坐椅影响性价比,价格,0,3
太差驾驶员坐椅没法忍受,舒适性,-1,1
红车车款看起来比较大气,外观,1,5
乞丐版的不是真皮的但还算耐看不过门拉手下面容易脏后来自掏腰包换了皮质的,内饰,0,4
考虑驾驶的时候坐的舒服前排大些后排就稍微小了,空间,0,4
开过车的朋友都说起步比较肉我开着还行反正起步不用跟人比跑高速也不错载4人曾跑过160一个人的话过140就有点飘,动力,0,3
乞丐版吗不能要求太多特别是少了放手机的地方有点麻烦,配置,0,3
还可以可惜买的时候想换2.0的都不给我换,价格,0,4
座位设计比较合理长时间开车不会太累,舒适性,0,4
个人感觉时尚,外观,0,4
做工可以细部还需提高前排门把手掉漆严重,内饰,0,3
乘坐一般适合1.75m以下的乘客储物够用,空间,-1,2
转向比较精准感强路感明显和欧美车系有一比,操控,0,4
起步柔中段加速快高速140迈以上提速不畅,动力,0,3
较全就是缺乏usb等输入端口,配置,0,4
性价比适中,价格,0,3
坐垫舒适度较高前排座位调整可以到位后排座略显局促靠垫角度较大,舒适性,-1,2
不是怎么很时尚但过的去,外观,0,3
还行用料还是可以,内饰,0,4
一般吧个大感觉还是小了点,空间,0,3
方向比较到位打那指那,操控,0,4
20其实还是蛮不错,动力,0,3
有360倒车影像但没有导航,配置,0,3
这个车现在浮动大,价格,0,3
感觉底盘内震的声音大就想风一样,舒适性,-1,1
白色的小白还是比其它的颜色漂亮一些,外观,1,5
中控还是比较中庸一些软塑料摸起来还是比较舒服的就是座椅和门把手那里是米色绒布的很容易脏啊,内饰,0,4
家用还是够了我1.8米的身高坐进去还是不错的不过后排的显得有一些挤后备箱的比较小装一些东西就觉得比较满了,空间,0,4
整体性不错,操控,1,5
现在开了一万一千多了保养了三次和其他人的感觉一样起步还是很肉的只要舍得踩油门转数上去了还是不错的,动力,0,3
没有一键式的升窗器大灯也不是很给力没有后防撞梁真皮坐椅什么的就不在乎了可是最少也要带个天窗吧中控没有USB插口很不方便,配置,0,4
17W左右的SUV只有逍客是最有性价比的买车的时候想买大众的轿车可是老婆很喜欢SUV所以看来看去就选了现在最爱的小白,价格,1,5
舒适度很好在里面开车很舒服不过开很长时间还是难受的,舒适性,0,4
车尾太难看,外观,-1,2
乞丐版的,内饰,0,3
不是很满意后排坐两个人还行,空间,0,3
目前比较精准,操控,0,4
还不错4档超车还行,动力,0,4
一般不是高档车,配置,0,3
这个价位就这样,价格,0,4
其实我觉得逍客挺丑的,外观,-1,2
感觉还可以没见过高档车啥样,内饰,0,4
我身高172体重82kg不觉得小我同学183觉得很憋屈,空间,-1,2
油门刹车恰到好处,操控,0,4
2.0的跑起来绰绰有余了,动力,0,4
没有ESP没有儿童座椅接口,配置,0,3
绝对物超所值,价格,1,5
好看自己加了前后护板踏板,外观,1,5
座椅舒适中控台一般,内饰,0,4
前后排宽敞尾箱一般,空间,0,4
性很好生手都很容易,操控,1,5
好可以反正不是拿来爬山地的城市够用,动力,0,4
一般吧够用,配置,0,4
说真的比自主品牌还是贵很多,价格,0,4
很满意车身硬朗菱角分明特别是车前大灯采用了时下流行的熏黑大灯设计看起来精神翼翼,外观,0,3
过于传统利用不合理不过软质仪表台还是非常好的可以很好的起到主动安全的作用防止碰撞受伤,内饰,1,5
车子很充足稳定性也好开空调行驶时对的影响不明显发动机噪声大,动力,1,5
这个很满意地说跑个小长途一般也就6个左右的油吧市区呢磨合期时冬季9个多一点现在也就7个多吧满意！,配置,1,5
也行不错,价格,1,5
很好座位背部的包裹性很好过减速带也很不错不会太硬的感觉,舒适性,0,4
很沉稳大气不失活力朋友说后腚象帕萨特很多路过的人好奇指点现在已经听到好几拨夸赞新车子漂亮选择了银色耐脏中庸很适合70后的我大灯设计的挺好看好像有熏黑的效果非常喜欢十幅的轮毂觉得比豪华版的五幅有味道,外观,1,5
这个价位的还算满意和整车显得搭配和谐显得简洁低调不张扬,内饰,0,4
非常够用,空间,0,4
这次出来玩翻了N多的山感觉刹车如果在凉态的时候注长时间不踩刹车刹车冷却了或早晨刚出来非常不好用感觉就和没有一样,操控,1,5
表现尚可尤其是三挡和四档在加速超越过程中所体现出的那股爆发力而且本人试驾过车龄较长的那种老车子应该说只要稍微保养那给人的感觉仍然相当强劲作为1.6排量的水车不比一些日产品牌1.8排量的差,动力,1,5
因为才跑了5000多公里没首保虽然在县城但上班开的不多主要是假期旅游综合路况满载开空调没超过7升百公里5.476.79还算比较满意和自豪,配置,0,4
耐看越看越漂亮,价格,1,5
一般座椅长时间坐着感觉比较累开长途时候最明显前挡风玻璃没有减速功能高速上时间长了眼睛发酸,舒适性,1,5
不错的大气上档次,外观,0,4
一般我又重新换的真皮座椅,内饰,0,3
还可以实用,空间,0,3
起来很应手,操控,1,5
可以起步也很快,动力,0,3
一般般,配置,0,3
这款车的性价还算可以,价格,0,4
舒适度还行就是主驾座椅后面低前面高很不舒服4S店也没调好,舒适性,-1,2
不适合长途,价格,1,5
我一直喜欢有棱有角的或许在部队待的吧！,外观,1,5
过于简单平庸做工也是相当的粗糙座椅调整后不能固定驾乘十分窄小而且新车时车内有很强的气味让人难于适应另外门窗小毛病较多音响效果令人不满意整车密封性不是很理想高速行驶时车内噪音过大,内饰,0,4
后排太紧凑！家人坐后排的一致反应！尤其我人比较壮硕！驾驶坐椅往后挪到底之后驾驶位后面可以说只能坐个小孩子！车子的高度还算满意！,空间,0,4
日常驾驶绝大多数集中在百公里平均7.5开空调会多些冬季比较大因为天冷的原因吧,配置,1,5
从客观的角度讲应该属一般从整车的隔音减震几个方面去总结当然车子这款品牌处于这个价位只有从性价比的角度去结合考量爱它要容忍他的缺点也是它的特点,舒适性,1,5
因为我提的是第一批车是限量内购的市面上买不到现车4S店只接受预定开在马路上会吸引很多司机的眼球经常会有人认为是新速腾或者是新宝来也有认识这款车的人围着车看拍照只能说是日产家族式设计我本人还是比较喜欢的,外观,1,5
虽然全是硬塑料但简洁大方非常养眼,内饰,0,4
的特点前排驾驶和副驾驶所处的应该还算不错但后排给人的感觉会比较拥挤一点尤其是对于个高腿长的朋友来说后排坐上去可能会有一点窘迫感后备箱的可不是盖的至少可以躺进两人一般的小车后备箱均无可比性,空间,0,4
1.6的城市里够用了偶尔长途下也是可以的1.6的感觉还可以光看数据不如A3但提速比A3强多了特别是起步的时候,操控,1,5
1.6的城市里够用了偶尔长途下也是可以的,动力,1,5
经济实用基本在7.5个上下有一次跑高速最大跑过5.6历史最低记录了另外保养费用便宜我的保养一直是在4S店保养的小保养160170元大保养300左右吧要是在外面做保养的话估计还会少点！这里说省油就得说说驾车的技术省油主要由车的性能决定但有些方面我也得说说比如开车习惯一个人的开车习惯直接影响到车的寿命合车的开车习惯对车的使用免不了对车的损耗有关系但是关于问题是可以通过自己的小改变来适应的转速高不一定废油转速低不一定省油比如出高速路口要是你不踩刹车直接出去,配置,0,4
感觉不是很爽,价格,1,5
要说可能车子对舒适度还是没有什么值得表扬和突出表现的座椅有些偏软不知道时间久了会不会有座椅塌陷的表现不过相对来说车子的减震还算可以不会有过坑洼不平的道路的太大颠簸感和刺耳的响声,舒适性,1,5
挺大气的,外观,0,4
还算满意吧,内饰,0,4
乘坐足够大载货也不错,空间,0,4
转向很精准,操控,0,4
够强劲,动力,0,4
还不错算很齐全的了,配置,0,4
性价比挺高的这些钱买这辆车算超值的,价格,0,4
7万多买个SUV国产车还要什么要求呢？,价格,0,3
纸糊纸糊纸糊纸糊,操控,1,5
没有什么特色,外观,0,4
简简单单格调也简单但是没有简陋,内饰,0,4
比较满意两排坐人56个人不是问题后面拉货的也挺大的装修拉的件都能装完而且工人还可以坐很不错,空间,1,5
刚开始不好开有点偏但是助力还可以能驾驭,操控,1,5
蛮强的拉东西的时候你能感觉到,动力,1,5
我买的是手动的柴油的皮卡车两排座椅平常开不错,配置,1,5
有点小贵对于没有钱的我,价格,0,4
车子还可以划下来,油耗,1,5
没有轿车舒服啊坐上去那个视野不一样不过有时候开的时候比轿车拉风,舒适性,0,4
吗和其他的皮卡没有什么区别的工地用不在意,外观,1,5
还行感觉不错,内饰,1,5
很大还有加长版的不错,空间,1,5
能力一般吧,操控,0,4
很好拉东西拉的多也没事,动力,0,4
方面还是可以的,配置,1,5
性价比很高的三菱的发动机,价格,0,4
坐着很舒服完全感觉不出是大皮卡的感觉,舒适性,1,5
目前还可以,外观,0,3
装饰三角板门口手下了两次螺丝眼睛坏了,内饰,-1,1
安逸舒服啊,空间,0,3
方向好重开的太累了刹车转弯刹车方向盘抖得厉,操控,0,3
目前下降了,动力,-1,2
安全气囊仅有一个,配置,-1,2
比较值就是太烦心,价格,0,3
圆润不张扬也不含蓄腼腆中带着奔放虽然不高大上但是低调奢华吧！,外观,1,5
做工还可以不像高档车非常细腻也不像微型车缝隙超大颜色以米色为主很温馨不像有的车里面都是灰色或者黑色看着很压抑!,内饰,1,5
很适合家用内部采用的航空座椅配备人性化设计的高坐姿视线很不错腿部也很充足,空间,1,5
性能还是很稳定的毕竟车身不是太大也不太高过弯的话带点刹车不甩尾很平稳总的来说还不错！,操控,1,5
在方面看市区跑还是可以的毕竟和好车比还是有一定差距的毕竟排量才1.0不能拿它作为大排量的车来用也是比不起的上了高速也能跑到110迈不过车身有点晃了！,动力,0,4
很高的了同级别车里还可以中控锁电动车窗铝合金轮毂方向助力花很少的钱能有这么多的还是很划算的比较满意！,配置,1,5
同级别车里很耐用适中够大一般性很稳够用家庭用车中的战斗车我比较喜欢！,价格,1,5
差不多这个价,价格,1,5
整体也比较舒适,舒适性,1,5
感觉还行反正我对越野车了解的比较多我觉得这就是以前军车帕杰罗的翻版,外观,1,5
中控真的很硬即使是所谓使用了软质材料的地方也要用大力才能按压下去,内饰,0,4
很大带点货上山无压力,空间,1,5
在方面基本还行但是说实话在急速转弯时抓地力有点差有点让人不放心的感觉,操控,1,5
很不错专门就是爬山用的柴油发动机输出高速上就吃力了,动力,1,5
能上也不错ABSEBD这都有而且泊车辅助也有毕竟这么大的车,配置,1,5
性价比在同类车型属上乘充沛时尚底盘稳定车内声音很小没什么噪音,价格,1,5
离合器太高了4s说调不了起步时候很不舒服换档的切合点控制不好,舒适性,0,4
时尚大气,外观,1,5
真心不怎么样,内饰,0,3
是非常大的正常拉点东西,空间,0,4
性能一般情况,操控,0,3
五十铃发动机的是不错的柴油车扭矩也大,动力,1,5
非常低,配置,0,3
性价比一般情况,价格,0,3
很满意柴油车强劲也不高,油耗,1,5
能也是一般情况后面减震是钢板弹簧的但是越野性能超级棒拉东西也很占优势,舒适性,0,4
改观有棱角感很喜欢,外观,1,5
比较简单,内饰,0,4
够大后备很足,空间,1,5
性方面不错,操控,1,5
2.0L还不错,动力,0,4
还行前车主也没加装什么,配置,0,4
便宜挺不错的,价格,1,5
方面一般般,油耗,0,4
乘坐比较舒适,舒适性,0,4
外形拉风帅气开出去太炫了,外观,1,5
做工和材料有待加强,内饰,0,4
还行吧反正我是够用了出行装几件行李,空间,0,4
不错啊挺好的,操控,1,5
充沛跑起来给力我很满意,动力,1,5
比较齐全很方便,配置,1,5
性价比很高呵呵对于喜爱越野的人来说是这样的,价格,1,5
很好我觉得比较满意了,舒适性,1,5
非常好看黑色最好看了,外观,1,5
非常一般不过也算差不多了,内饰,0,4
还行后排还算不错的,空间,1,5
挺好的主要看心情,操控,1,5
提速较慢但是属于越野车也就可以接受了,动力,0,4
一般吧都是越野的实用的,配置,1,5
非常的高这价位来说外形好看越野性能强,价格,1,5
减震很硬只有年轻人才喜欢,舒适性,0,4
真的很骚包所有人看了都会觉得拉风因为真的太拉风了,外观,1,5
不怎么样硬汉系列越野车要求什么呢,内饰,0,4
足够用后排可以拆下来拆成敞篷更大,空间,1,5
还行车身较短感觉还行,操控,1,5
X9真的好不过在速度上体现不出来好只体现在过山路的时候充裕,动力,0,4
除了简单以外该有的都有,配置,1,5
比较高过山路时就体现出来了,价格,1,5
有点一般减震比较硬,舒适性,0,4
拉风跟牧马人一样拉风,外观,1,5
比较一般但是咱们干的事也就是走走水沟车身满是泥之类的太好反而不搭,内饰,0,4
足够后排可以睡一个人,空间,1,5
这车的转向称得上精准转向力度比较轻盈易于上手方向盘的手感也属上乘,操控,1,5
相当强劲换挡很平顺档位清晰！毕竟车辆重提速稍慢,动力,1,5
自己改装了不少基本上都是自己进行保养的,配置,0,4
还算不错吧看你的需求是什么了,价格,1,5
十足小霸王级别的,动力,1,5
上不错,配置,1,5
值啊这么个越野车这么便宜,价格,1,5
在这方面我十分满意,油耗,1,5
不追求舒适度只最求性能,舒适性,0,4
回头率是100%台漂亮了,外观,1,5
也很简单但是还说得过去,内饰,0,4
是不错超级大,空间,1,5
越野的性能是不错的但是铺装路面个人感觉性能一般,操控,0,4
性还不错柴油车强劲,动力,1,5
都是一些基本的比如电动门窗电动后视镜四轮碟刹电子ABSEBD等,配置,0,4
性价比超高我指的是越野方面的,价格,1,5
真心不高,油耗,1,5
只能说是一般,舒适性,0,4
太棒的了拉轰,外观,1,5
还可以越野的车啦,内饰,0,4
一般般吧,空间,0,4
悬架很坚固,操控,1,5
很强扭矩大,动力,1,5
够用不算丰富,配置,0,4
柴油很省油呀,油耗,1,5
一般般吧反正时候咱,舒适性,0,4
拉风时尚,外观,1,5
不错,动力,1,5
对之倾慕它的,外观,1,5
一般般可以接受,内饰,0,4
小了点后排挺不方便的,空间,0,4
各方面还行,操控,0,4
老牌子越野车充沛,动力,1,5
该有的都有过的去把,配置,0,4
个人觉得性价比高太中意外形了,价格,1,5
柴油车不大一公里6毛钱可以接受,油耗,1,5
不错看着很霸气红色的很漂亮,外观,1,5
一如既往的简单,内饰,0,4
没有我想象的大,空间,0,4
精准自如,操控,1,5
很不错毕竟是参加越野赛的就是与众不同,动力,1,5
很好比较齐全用着很棒,配置,1,5
性价比很不错哦感觉买的很值得,价格,1,5
此车一般在可接受的范围内,油耗,1,5
舒适度还算好的了正值夏季高温开车真热,舒适性,0,4
因为选择的所以非常不错,外观,1,5
简单做工还可以,内饰,1,5
乘坐很大,空间,1,5
感觉非常不错的,动力,1,5
开了快一个月了感觉还可以,配置,1,5
性价比非常高,价格,1,5
满低的,油耗,1,5
车内噪音还行能接受得范围,舒适性,1,5
张力十足棱角感特强,外观,1,5
比较中庸简单,内饰,0,4
一般般不算太大不过纯越野也不需要太大,空间,0,4
2.0的不错,动力,1,5
还算过得去,配置,1,5
个人觉得有点高哈哈,价格,0,4
X9算一个纯正越野车这个其实可以接受,油耗,1,5
舒适度一般,舒适性,0,4
个性回头率高,外观,1,5
一般还能接受,内饰,0,4
超级大,空间,1,5
性能一流,操控,1,5
强劲没问题,动力,1,5
太一般,配置,0,4
性价比感觉稍微差了一点,价格,0,4
非常低,油耗,1,5
能也是一般但是越野超级棒,舒适性,0,4
拉风的,外观,1,5
有点廉价不错便宜,内饰,0,4
很不错,操控,1,5
很强劲低速扭矩大,动力,1,5
一般般吧,配置,1,5
这么拉风的越野车还可以吧,价格,1,5
柴油车特省油,油耗,1,5
还不错挺好的,舒适性,1,5
炫酷很有个性的设计,外观,1,5
真皮座椅其余的一般,内饰,0,3
四人座比较宽敞,空间,0,4
性能良好转向灵敏,操控,1,5
强劲很有劲啊！,动力,0,4
简单大方,配置,0,3
对于酷爱越野的人来说这个买专业的越野车已经非常值了,价格,0,4
柴油的相对来说还是比较省油的,油耗,0,4
越野车还是不谈的好,舒适性,0,3
大气威武,外观,1,5
比较一般,内饰,0,4
很充足,空间,1,5
越野性能很好,操控,1,5
爬坡很给力,动力,1,5
比较低,油耗,1,5
回头率100%,外观,1,5
太简单建议改进,内饰,0,4
比较大特别是把后排座椅放倒那车震没问题,空间,1,5
性一流,操控,1,5
非常棒提速也很快,动力,1,5
真的不是很高,配置,0,4
越野之王哈哈,价格,1,5
柴油车真心不高,油耗,1,5
也不错,舒适性,1,5
当初买就是看上他的,外观,1,5
很一般买这车我就没有想过有好好,内饰,1,5
还不错后排拆掉了的准备装点户外设备,空间,1,5
第一次开这种车有点不习惯开惯了就不错了,操控,1,5
柴油车嘛很有劲,动力,1,5
一般我要得不是是性能是装比的,配置,1,5
平民越野车嘛整烂了也不心疼改装也很牛逼越野也很给力,价格,1,5
柴油车嘛,油耗,1,5
额是没有轿车舒服但我就喜欢,舒适性,1,5
时尚拉风,外观,1,5
做工一般真皮还不错,内饰,0,3
四人不拥挤,空间,0,3
性能良好,操控,1,5
还不错有劲,动力,1,5
简单,配置,0,3
越野性能超强非常值,价格,1,5
柴油车省油经济,油耗,0,4
一般越野车应该没有几个舒适的,舒适性,0,3
外形是我最喜欢的耐看酷,外观,1,5
普通用料一般,内饰,1,5
还可以够用了要求大的还是绕道吧,空间,1,5
不错挺容易上手的很方便,操控,1,5
充沛超车非常给力非常好,动力,1,5
丰富方便够用不错,配置,1,5
性价比比较高的一款越野车值这个价钱吧,价格,1,5
舒适度不错座椅很舒服驾驶位视野很好,舒适性,1,5
最漂亮的越野车,外观,1,5
常用的都有基本够用,内饰,0,3
又大又宽敞平时家里最多四个人坐坐,空间,1,5
还行方向盘指向精准,操控,0,4
柴油车提速给力经常往工地跑超实用,动力,0,4
基本常用的都有了,配置,0,4
这个价钱买这辆车越值,价格,1,5
越野车里面舒适度算不错的,舒适性,0,4
拉风帅气有范儿,外观,1,5
比较不错真皮座椅越野设备,内饰,0,3
挺宽敞,空间,0,4
灵活自如换挡平顺,操控,1,5
强劲冲劲十足,动力,1,5
简单实用,配置,0,3
对于越野者来说性价比已经超值了,价格,1,5
基本可以毕竟是越野设备,舒适性,0,3
到目前为止我最喜欢的SUV中最漂亮的一款车,外观,1,5
一般要求不能太高,内饰,1,5
宽敞简洁大方,空间,1,5
这是X9的亮点之一！试了就知道！,动力,1,5
越野的实用的,配置,1,5
另类越野车,价格,1,5
整体舒适度不错,舒适性,1,5
两门版时尚前卫,外观,1,5
色彩搭配的很好流线性强但做工略显粗糙,内饰,0,4
载物很大,空间,0,4
转向灵活油离配合顺畅,操控,1,5
非常的澎湃,动力,1,5
真正的物超所值,价格,1,5
真正的物超所值载物之后后排有点拥挤,舒适性,0,4
很喜欢酷的很,外观,1,5
满意硬朗的,内饰,1,5
很好越野够用,空间,1,5
精准得心应手,操控,1,5
强劲可以爬60以上的坡,动力,1,5
比较丰富,配置,0,4
十分高的性价比,价格,1,5
时尚拉风稳赚回头率,外观,0,4
过于朴实就是个真皮还不错！,内饰,0,3
4人座感觉还可以,空间,1,5
性能也比较好开着很顺手,操控,1,5
强劲不愧是越野之王,动力,1,5
极高,价格,1,5
一般越野车哪有轿车般舒适呢！,舒适性,0,3
非常的拉风跟超级跑车差不多大黄蜂X9,外观,1,5
还行吧可以接受,内饰,0,4
前排后排都不错就是没有后备箱,空间,1,5
轴距不长很上手,操控,0,4
三菱发动机还可以,动力,1,5
一般吧都是越野,配置,0,4
这价位来说越野车里面非常性价比高的,价格,1,5
减震非常的硬,舒适性,0,4
大气拉风帅气,外观,1,5
比较满意,内饰,1,5
精准得心应手,操控,1,5
强劲扭矩大,动力,1,5
实用越野,配置,1,5
乘坐比较舒服,舒适性,1,5
大气拉风帅气,外观,1,5
比较傲满意,内饰,1,5
大宽敞舒适,空间,1,5
个性的回头率百分百啊,外观,1,5
强悍的越野车一般般吧不过还能接受,内饰,0,4
毕竟是短轴越野车还是预想一样,空间,1,5
稳定性很好,操控,1,5
强大不愧是越野王啊,动力,1,5
综合不错,配置,1,5
十五六w搞定值得了外形各方面都很不错,价格,1,5
骚黄色最好看,外观,1,5
有点跟微面差不多,内饰,0,4
最适合两个人后排稍微有点挤,空间,1,5
四驱系统很给力指哪儿打哪儿,操控,1,5
四驱加速性不错,动力,1,5
越野常用,配置,1,5
挺好的这价位来说非常不错,价格,1,5
有点一般不怎么好,舒适性,0,4
时尚霸气外漏拉风,外观,1,5
有点低总觉得的高了跟这种车也不是很配了还可以吧,内饰,0,3
4个人的还是比较宽敞的,空间,0,4
换挡平顺真正的越野车水准,操控,1,5
强劲有爆发力,动力,1,5
有些粗糙,配置,0,3
16万多买一辆真正的越野车当然值了,价格,1,5
载物之后后排有点拥挤,舒适性,1,5
高大上黄色经典不衰,外观,1,5
可以接受能改进更好,内饰,0,4
家用出游越野都够用！,空间,1,5
专转向精准方向盘转向灵活舒适,操控,1,5
相当强劲换挡很平顺翻山越岭木有问题,动力,1,5
总体比较满意,配置,1,5
国产同品质性价比偏高,价格,1,5
还好有待改进毕竟是越野车舒适度稍差,舒适性,0,4
当时买的时候就是看上了外形才买的太好看了,外观,1,5
属于简洁风,内饰,0,4
头部充裕车子宽度也不错,空间,1,5
轴距比较短起来还有点小享受,操控,1,5
2.0排量足够了,动力,1,5
越野算是比较丰富的,配置,1,5
比较高外形跟牧马人一样只是品牌不一样跟牧马人差那么多算性价比高的车,价格,1,5
减震对于小颠簸来说特别硬,舒适性,0,4
独具跑车风格的双门,外观,1,5
黑色真皮坐椅,内饰,1,5
宽大舒适,空间,1,5
超级超,操控,1,5
强劲专业越野车！,动力,1,5
丰富功能齐全,配置,1,5
性价比在同行业中相对不错,价格,1,5
乘坐非常舒服,舒适性,1,5
外形就是有感觉很多人都会以为是一台牧马人呢,外观,1,5
除了做工还有用料都一般但也能看出陆风挺用心的,内饰,0,4
非常大还有成年人坐在后排就是没压力,空间,1,5
上山下乡有驾驶乐趣,操控,1,5
基本上不用担心车子是2.0带T的,动力,1,5
一般般也没什么特别的,配置,0,4
还可以不过这种事也得看自己怎么想了,价格,1,5
还行吧我没用腰间盘突出,舒适性,0,4
是正宗越野车双门设计跟丰田霸道海外版一样,外观,1,5
简简单单因为成天爬山涉水凸显不出好歹,内饰,1,5
不错头顶挺大的,空间,1,5
轴距比较短所以很好,操控,1,5
2.0T够了,动力,0,4
一般吧但是越野的应有尽有,配置,0,4
挺高的这车就凸显个越野性价比高,价格,1,5
一般减震硬,舒适性,0,4
非常帅气而且帅的独特,外观,1,5
仪表台有点硬另外的做工也不是很好,内饰,0,4
够用前排最宽阔,空间,1,5
转向还算精准,操控,0,4
2.0T的完全给力涡轮增压的车都是好车,动力,1,5
很不错不过也不算太丰富,配置,1,5
挺高的很划算,价格,1,5
没什么特别的本来也就不是一辆注重的车,舒适性,1,5
霸气很越野,外观,1,5
对的要求不高,内饰,1,5
足够大,空间,1,5
通过性还是不错的,操控,1,5
2.0的算很给力了,动力,1,5
基本的都有了,配置,1,5
喜欢越野的很值得购买,价格,1,5
舒适度对于越野车来说算不错的,舒适性,1,5
双门式设计非常好看,外观,1,5
有点不注重感觉,内饰,0,4
足够用后排比较宽敞,空间,0,4
指哪儿打哪儿,操控,1,5
强档强劲2.0排量的,动力,0,4
一般不过我也不担心这我是外貌协会的,配置,0,4
挺高的这价位里面光外形就没人能跟他竞争,价格,1,5
一般了稍微有点不舒适的感觉,舒适性,0,4
帅的比奔驰宝马还高一个档次,外观,1,5
相对一般,内饰,0,4
我感觉还好底盘相当高半个车轮子那么高的底盘,空间,1,5
车子不大很灵活我很喜欢,操控,1,5
2.0T足够了开X9出去的一般只有自己一个人这排量足够了,动力,0,4
挺高的非常满意,配置,1,5
十几万确实有点心疼但是想想这外形这值了,价格,1,5
一般硬派作风SUV专攻越野,舒适性,0,4
很经典江淮瑞风出来十几年了依然感觉很有范长长的身躯显得既雄壮又能装爱上没商量,外观,0,4
还算比较考究是我喜欢的感觉喜欢瑞风这种经典的风格中控台什么的都挺有感觉,内饰,1,5
看重的就是载人拉货两不耽误后面两排都能轻轻松松伸开腿在车里打牌吃饭或者干点啥都不碍事,空间,0,4
方向盘还算比较轻比我之前开的小破车灵活多了时代在发展现在的车明显是进步了很多,操控,0,4
2.0的稍显偏低主要是起步时候显得比较慢尤其开了空调之后特别明显如果加了T相信会好很多,动力,1,5
感觉不够丰富按说国产车现在拼的就是与好像这车没赶上形势似得感觉很单调,配置,0,4
实话实说这车性价比还是不错的载人也不显得抵挡拉货更是没得说杠杠滴也不是很贵比较满意,价格,0,4
刚开没几天还磨合期呢总体感觉还行估计1112个吧对于这么个大家伙还算实惠,油耗,0,4
舒适度很不错中排座位可以360度旋转旅行路上打牌聊天侃大山自然是面对面的要舒适多了,舒适性,0,4
圆润性感长长的车身丰满的屁股哈哈可以说是风姿绰约风韵犹存PS哥哥我就喜欢丰满型的,外观,0,4
还凑合吧比老款的中控台稍微改进了一些总的来说十万出头的车这么大块头做成这样也算不错了,内饰,0,4
没得说是我最满意的地方三排座椅收起来就能拉不少货如果把后面座椅都拆了那就是个小货车啊PS千万别被警察蜀黍抓到,空间,0,4
一开始接触感觉有点像开船PS我以前开过船的噢不过适应一段时间之后貌似就轻松多了,操控,1,5
2.0的只能算是够用推背感什么的就不要奢望了不过在后面装一堆货狂飙起来也很爽,动力,1,5
